-106.174065,-113.9119924,-0.022663302,-109.13756,-125.6759766,-0.023115569
-119.05352,-113.9119924,-0.022663302,-97.42347,-117.2960884,-0.023015067
-96.318825,-111.1186963,-0.022512548,-101.2825,-112.6405949,-0.022864313
-98.48167,-111.1186963,-0.022311543,-105.83393,-115.433891,-0.022713559
-128.76567,-123.2229793,-0.022211041,-122.13261,-119.1582858,-0.022613057
-97.53271,-112.2363788,-0.022060287,-96.18522,-115.433891,-0.022462303
-104.62639,-106.4632028,-0.021909533,-95.42261,-111.7094962,-0.022261298
-102.13593,-114.1732097,-0.021758779,-118.16052,-113.5716936,-0.022110544
-101.51122,-111.1186963,-0.021608026,-119.175186,-111.7094962,-0.022010042
-100.79198,-111.1186963,-0.021457272,-93.48495,-111.7094962,-0.021859288
-100.07495,-108.3254002,-0.021306518,-92.73348,-109.8472988,-0.021658283
-99.35533,-111.1186963,-0.021155764,-124.59752,-109.8472988,-0.02155778
-98.67524,-104.1177079,-0.02100501,-92.449104,-107.0540027,-0.021407026
-98.01226,-105.5321041,-0.020854257,-90.74501,-107.0540027,-0.021206021
-97.34941,-110.1875976,-0.020703503,-113.66771,-107.9851014,-0.021055268
-96.685616,-103.6699067,-0.020552749,-114.734436,-106.122904,-0.020954765
-96.02275,-101.8077093,-0.020401995,-85.2178,-103.3296079,-0.02075376
-95.35804,-103.6699067,-0.020251242,-112.3073,-103.3296079,-0.020603006
-94.693016,-104.6010054,-0.020100488,-93.68119,-105.1918053,-0.020452253
-94.02887,-99.7234317,-0.019949734,-93.7473,-102.3985092,-0.020301499
-93.362434,-97.15221584,-0.01979898,-92.8917,-99.60521313,-0.020150745
-84.16168,-100.8766106,-0.019597975,-92.163246,-100.5363118,-0.019999991
-108.51773,-100.9867406,-0.019447222,-91.42809,-100.5363118,-0.019849238
-90.42374,-96.22111715,-0.019296468,-90.68859,-98.67411444,-0.019698484
-81.83605,-96.18562072,-0.019095463,-89.95212,-96.81191704,-0.01954773
-103.970024,-95.29183878,-0.019095463,-80.518715,-96.81191704,-0.019346725
-82.61414,-96.22111715,-0.018944709,-105.20586,-96.81191704,-0.019195971
-81.81869,-95.29001845,-0.018743704,-86.87553,-94.94971965,-0.019045217
-86.49185,-93.42782106,-0.018542699,-78.10133,-94.01862095,-0.018844212
-101.79116,-93.57890843,-0.018391945,-102.70985,-93.08752226,-0.018693459
-76.88091,-90.63452497,-0.01819094,-84.254364,-92.15642356,-0.018542705
-84.15564,-89.70342627,-0.017989935,-75.48795,-91.22532486,-0.0183417
-81.70238,-88.77232758,-0.01778893,-100.17959,-91.22532486,-0.018190946
-98.2268,-88.77232758,-0.017638176,-73.0891,-89.36312747,-0.017989941
-73.029625,-87.84122888,-0.017437171,-98.51179,-87.50093008,-0.017839187
-80.244804,-87.84122888,-0.017236166,-71.23894,-87.50093008,-0.017638182
-77.79211,-86.91013018,-0.017035161,-78.66537,-86.56983138,-0.017437177
-94.44896,-83.1857354,-0.016884407,-93.891624,-85.63873269,-0.017286423
-69.11703,-81.323538,-0.016683402,-68.50964,-83.77653529,-0.017085418
-76.32505,-81.323538,-0.016482397,-75.95859,-83.54444324,-0.016884413
-82.94594,-81.323538,-0.0163117,-91.281296,-82.8454366,-0.01673366
-71.390724,-80.39243931,-0.016130639,-65.80084,-80.9832392,-0.016532655
-69.3942,-79.46134061,-0.015929634,-73.2428,-80.05214051,-0.01633165
-89.83283,-79.46134061,-0.01577888,-88.66463,-79.12104181,-0.016180896
-63.653152,-75.73694583,-0.015577875,-63.089977,-78.18994311,-0.015979891
-70.90043,-77.59914322,-0.01537687,-70.42908,-77.25884442,-0.015778886
-86.39394,-74.95147351,-0.015226116,-85.80951,-76.32774572,-0.015628132
-60.9503,-73.98305806,-0.015025111,-59.95518,-75.39664702,-0.015427127
-86.53079,-72.94364974,-0.014874357,-85.66901,-74.46554833,-0.015276373
-59.012516,-72.94364974,-0.014673352,-57.862637,-73.53444963,-0.015075368
-83.19161,-72.94364974,-0.014673352,-65.121925,-72.60335094,-0.014874363
-61.02038,-72.01255104,-0.014522598,-80.66658,-71.67225224,-0.014723609
-59.57227,-70.15035365,-0.014325818,-54.66912,-70.74115354,-0.014522604
-78.35607,-69.21925495,-0.01417084,-80.50448,-69.81005485,-0.014371851
-64.141815,-69.21925495,-0.014020086,-52.634136,-68.87895615,-0.014170846
-54.54573,-67.35705756,-0.013819081,-78.62296,-67.94785745,-0.014020092
-79.59509,-66.42595886,-0.013668327,-50.751755,-67.01675876,-0.013819087
-60.32051,-66.42595886,-0.013517573,-76.78379,-66.08566006,-0.013668333
-51.76673,-66.42595886,-0.013316568,-48.869843,-65.15456136,-0.013467328
-76.795746,-64.56376147,-0.013165814,-74.943306,-64.22346267,-0.013316574
-57.526096,-64.00947104,-0.013015061,-55.403206,-63.29236397,-0.01316582
-51.922684,-62.70156407,-0.012836406,-46.839157,-62.36126527,-0.012964815
-57.654568,-60.83936668,-0.012663302,-72.214424,-61.43016658,-0.012814062
-61.457817,-59.90826799,-0.012512548,-44.29146,-60.49906788,-0.012613057
-54.20334,-59.38219267,-0.012361794,-70.403275,-59.56796918,-0.012462303
-54.082954,-58.97716929,-0.012211041,-50.690514,-58.63687049,-0.012311549
-44.739666,-58.97716929,-0.012010036,-42.132782,-57.70577179,-0.012110544
-69.99605,-58.04607059,-0.011859282,-67.54479,-56.7746731,-0.01195979
