140.55069,149.83636,159.15033,168.4796,177.76628,186.9993,196.20639,205.41777,214.61423,223.74881,232.85342,241.98918,251.17555,260.36075,269.4985,278.64545,287.84195,297.07394,306.25235,315.36462,324.48242,333.68094,342.87054,351.95523,360.93652,369.98022,379.13428,388.30148,397.29462,406.1659,400.94446,391.96707,373.0531,342.4081,312.57254,296.59125,265.02414,245.38707,221.28964,197.10196,176.3921,151.69908,130.30968,107.39332,85.18112,63.11948,41.301598,19.731585,-1.6645579,-23.009506,-44.23832,-65.482704,-86.73135,-107.98214,-129.26884,-150.38094,-171.63383,-192.819,-214.00859,-235.06477,-256.07706,-277.03928,-297.9509,-318.71573,-339.30615,-359.7118,-380.0372,-400.30533,-419.58423,-409.81555,-406.747,-406.5555,-389.07602,-380.61438,-371.21637,-365.04037,-343.98135,-347.1153,-325.02542,-326.25742,-309.34283,-302.68948,-294.64343,-279.59473,-278.13358,-259.6554,-258.88113,-242.94563,-237.5485,-227.62842,-215.81247,-210.31654,-196.01611,-190.79967,-178.47055,-170.20949,-160.75615,-150.13663,-141.92249,-131.15292,-122.42068,-112.52867,-103.18373,-93.94567,-84.36842,-75.17445,-65.64715,-56.300003,-46.758694,-37.254826,-27.76748,-18.319874,-8.894918,0.5720072,10.024231,19.471819,28.877121,38.271206,47.621746,56.916874,66.18043,75.44198,84.73344,94.02293,103.310844,112.628784,121.972084,131.31796
80.36816,85.653465,90.93052,96.18739,101.43014,106.67008,111.90457,117.10341,122.26088,127.41243,132.57507,137.73991,142.8862,148.02094,153.17883,158.36424,163.53038,168.65367,173.76895,178.91428,184.06673,189.16257,194.20694,199.26674,204.36545,209.44008,214.41896,219.35164,224.35655,229.47649,233.77878,223.64664,207.37497,187.50919,182.08655,160.11534,153.14688,135.87103,124.48408,112.467865,98.30342,87.0199,73.65761,61.123737,48.682884,35.987103,23.682365,11.244444,-1.1096606,-13.316401,-25.633543,-37.911297,-50.19572,-62.458313,-74.54538,-86.78307,-98.94869,-111.02479,-123.10314,-135.07646,-147.15993,-159.15265,-170.99294,-182.81851,-194.61823,-206.52002,-218.29971,-229.89134,-241.52087,-241.45752,-231.13339,-227.55756,-223.28038,-221.42416,-211.88304,-201.62018,-202.2365,-191.65097,-189.75659,-183.0508,-176.50316,-173.06958,-165.58174,-161.39685,-155.5621,-149.84833,-145.07437,-139.346,-134.203,-128.79065,-123.28388,-117.900986,-112.466835,-106.976715,-101.58886,-96.20062,-90.71785,-85.29862,-79.78758,-74.3556,-68.9715,-63.54986,-58.20394,-52.84502,-47.536713,-42.248077,-36.877182,-31.496222,-26.102724,-20.706549,-15.330158,-9.938572,-4.559729,0.8049717,6.1769505,11.555183,16.933592,22.273123,27.568514,32.853367,38.12915,43.398678,48.655453,53.912533,59.199326,64.50596,69.806496,75.086784
86.34918,91.76084,97.142685,102.50895,107.85478,113.20116,118.55999,123.91969,129.28854,134.6343,139.98552,145.32214,150.63983,155.92131,161.14926,166.37363,171.55913,176.713,181.81947,186.90811,191.97647,197.05263,202.11472,207.1489,212.19786,217.2602,222.3238,227.35057,232.3362,237.31786,242.30367,247.27078,252.15718,256.95587,261.78937,266.6833,271.60425,276.2231,261.19885,248.74387,215.40753,178.65027,163.36504,131.69981,107.96013,85.32845,63.671684,40.543602,17.978733,-4.232881,-27.826792,-48.63467,-71.37408,-93.346275,-115.32784,-137.27592,-159.04752,-180.9237,-202.61493,-224.52605,-246.05849,-267.79794,-289.18085,-308.36407,-287.09418,-291.1222,-281.72153,-281.50424,-261.41992,-268.70523,-241.57983,-255.79178,-234.54776,-236.38869,-231.0595,-215.51202,-223.15596,-201.1655,-210.20975,-193.48244,-192.92001,-188.05103,-175.40623,-179.038,-162.53691,-165.8969,-153.77113,-149.91405,-145.25557,-134.9892,-134.29068,-123.23069,-121.06664,-113.20094,-107.339066,-102.74023,-95.05241,-91.04485,-84.07023,-78.767586,-73.01495,-66.820114,-61.334084,-55.128197,-49.380966,-43.454327,-37.57705,-31.786772,-25.935408,-20.181868,-14.414305,-8.718437,-3.0553985,2.565856,8.167843,13.771651,19.372473,25.001526,30.621668,36.26605,41.9224,47.570427,53.21156,58.807667,64.39141,69.93962,75.462296,80.94623
261.57806,278.5877,295.52234,312.3908,329.19293,346.006,362.71576,379.38168,395.92856,412.51315,429.10287,445.51532,430.9409,421.40485,410.73535,389.57892,387.87787,361.894,354.11078,340.72922,322.58417,318.63266,295.55313,292.5878,272.66772,263.653,251.06787,235.32076,228.19885,209.70364,203.16724,186.51038,176.6395,163.78563,150.20372,140.19168,125.36254,115.586,101.648186,90.37172,77.9609,65.608864,53.92975,41.541557,29.83857,17.772732,6.0122337,-5.8269134,-17.560547,-29.315912,-41.027832,-52.719425,-64.35319,-75.92648,-87.488075,-98.97461,-110.47071,-121.86727,-133.2583,-144.58533,-155.8685,-167.09239,-178.2574,-189.39243,-200.46115,-211.50464,-222.48688,-233.45886,-244.37552,-255.27945,-266.10083,-276.88425,-287.6257,-298.33694,-309.00952,-319.6109,-330.184,-340.7,-351.20178,-361.6308,-372.0172,-382.38177,-392.73837,-403.08932,-413.38312,-423.62958,-433.856,-444.11786,-453.528,-430.91077,-423.40332,-400.58945,-374.80215,-360.48532,-339.4786,-311.1754,-306.28714,-274.1265,-270.56525,-243.9492,-226.17992,-213.83258,-184.20357,-180.18307,-151.84521,-141.74052,-121.10999,-100.44103,-86.18574,-65.77128,-49.473423,-31.477468,-13.275162,4.386688,21.393654,39.11871,56.072445,73.53177,90.655785,107.81816,124.988914,142.00858,159.20186,176.15231,193.35005,210.31877,227.4677,244.49619
25.664461,27.270914,28.873386,30.46621,32.04462,33.62054,35.200527,36.776035,38.341206,39.899666,41.462337,43.031433,44.59165,46.129692,47.65782,49.193066,50.738728,52.276054,53.768547,52.396942,48.4763,46.43749,44.664135,43.031643,40.2122,38.92057,36.994797,35.081696,33.47517,31.535196,29.790247,28.032673,26.215513,24.47606,22.713558,20.952492,19.233442,17.500185,15.7509365,14.021505,12.274353,10.545632,8.831762,7.107384,5.4089694,3.7107534,2.0116496,0.3237486,-1.3649364,-3.037747,-4.7057853,-6.37089,-8.025108,-9.677208,-11.319178,-12.959166,-14.607702,-16.251059,-17.887037,-19.516933,-21.136873,-22.754072,-24.363344,-25.961527,-27.556936,-29.149931,-30.737795,-32.314877,-33.881165,-35.443817,-37.010727,-38.57108,-40.11871,-41.665195,-43.216694,-44.768753,-46.30941,-47.82991,-49.345436,-50.872173,-52.399837,-53.908566,-55.386375,-54.563797,-50.91313,-48.01647,-46.96405,-45.054356,-42.305325,-41.043003,-39.029037,-37.20655,-35.567215,-33.618473,-31.899782,-30.130194,-28.3173,-26.579294,-24.806211,-23.049404,-21.334496,-19.592026,-17.843819,-16.111359,-14.359846,-12.632542,-10.909674,-9.179722,-7.478678,-5.775969,-4.0732026,-2.3764873,-0.679976,1.0000434,2.6736026,4.345822,6.0114737,7.672367,9.319984,10.968463,12.627365,14.281836,15.928835,17.56647,19.196892,20.826777,22.449183,24.058357
393.1619,391.03552,375.95602,373.57443,352.23712,350.88754,332.29813,330.25488,315.58765,308.5441,299.56958,287.69736,282.79114,268.79514,264.76193,251.72186,245.92209,235.50159,226.83995,219.01617,207.97205,201.6121,189.70003,183.43706,172.23029,164.84705,155.06886,146.22289,138.02621,128.21687,120.97136,110.83845,103.67626,93.94233,86.2083,77.154724,68.601585,60.052765,51.104923,42.636093,33.74412,25.243374,16.58336,8.09064,-0.4198923,-8.830513,-17.159761,-25.42705,-33.648956,-41.857426,-50.02082,-58.1882,-66.35767,-74.57054,-82.76631,-90.95647,-99.130325,-107.28577,-115.409454,-123.44886,-131.43579,-139.37561,-147.28593,-155.10466,-162.85434,-170.56596,-178.29092,-186.00262,-193.67639,-201.33722,-209.02321,-216.72942,-224.42136,-232.06856,-239.67136,-247.26208,-254.83353,-262.34097,-269.741,-277.1048,-284.4688,-291.81662,-299.06543,-306.27182,-313.5163,-320.81018,-328.09155,-335.3242,-342.5234,-349.7851,-357.09726,-364.33685,-371.4448,-378.5217,-385.68433,-392.87305,-399.94278,-406.80905,-413.64792,-420.641,-423.82944,-399.65805,-377.94412,-324.91144,-294.7589,-252.35876,-225.19312,-185.86859,-161.10237,-125.59458,-94.152985,-61.848846,-27.901583,4.9382124,38.14196,71.74949,104.46663,137.34479,169.71909,202.78098,235.21574,267.843,300.3115,333.1087,365.82385,398.29834,421.44263,411.47623
36.218433,38.54646,40.874462,43.184063,45.48126,47.781796,50.090157,52.391113,54.66481,56.918118,59.175808,60.465168,57.30536,53.10365,53.738663,50.431007,48.7778,47.363995,45.19654,43.90017,42.11229,40.392582,38.847633,37.10426,35.460197,33.826736,32.14743,30.526337,28.907476,27.254602,25.646576,24.019161,22.375092,20.76098,19.120232,17.507826,15.9039345,14.277285,12.664904,11.046005,9.434978,7.835431,6.227187,4.6291513,3.0368023,1.4514041,-0.12612486,-1.7122664,-3.2933707,-4.871676,-6.45359,-8.030163,-9.60557,-11.17478,-12.7374115,-14.302294,-15.86944,-17.43247,-18.989693,-20.539644,-22.087921,-23.634192,-25.172651,-26.706545,-28.238924,-29.773706,-31.307276,-32.836094,-34.36172,-35.8872,-37.411736,-38.930637,-40.442036,-41.95285,-43.467846,-44.979237,-46.479687,-47.970985,-49.46343,-50.960033,-52.45023,-53.928135,-55.401203,-56.885857,-58.38034,-59.86126,-61.318825,-62.766685,-62.604576,-58.390823,-53.921688,-53.309715,-49.969948,-46.825535,-44.93691,-42.066936,-39.81056,-37.416668,-34.833534,-32.523132,-30.06396,-27.622843,-25.245874,-22.81909,-20.431278,-18.076157,-15.671177,-13.287661,-10.907988,-8.498293,-6.119142,-3.7163548,-1.3248124,1.038434,3.423617,5.798478,8.17217,10.540218,12.883654,15.23352,17.579693,19.917385,22.24683,24.563135,26.894629,29.23301,31.565042,33.893875
135.82326,144.50658,153.19719,161.8272,170.39204,178.89877,187.31386,195.68565,204.04245,212.33514,220.6345,228.88895,237.17221,245.45232,253.69934,261.91284,270.0956,278.26025,286.38617,294.44986,302.44,310.38266,318.3065,326.17136,333.94507,341.6823,349.44632,357.27158,365.07254,372.78,380.4012,374.4903,360.7579,337.82904,302.46762,291.7735,252.41733,242.59146,209.19865,194.02647,169.35182,146.19485,126.5522,103.18273,82.99508,61.233967,40.541767,19.073778,-0.4763155,-21.66552,-41.57166,-62.203346,-82.5274,-102.88352,-123.4448,-143.67526,-164.21275,-184.25703,-204.74344,-224.6853,-244.94232,-264.72113,-284.61548,-304.1602,-323.68222,-342.95245,-362.0902,-381.07715,-399.95193,-418.36417,-408.2818,-397.6472,-390.01605,-369.3021,-375.09396,-356.49136,-341.22983,-344.01733,-314.0726,-327.80096,-294.56635,-307.1779,-282.42664,-277.55475,-273.45715,-247.23444,-260.56763,-225.7569,-243.48042,-211.5684,-219.20862,-202.26463,-188.1585,-190.93576,-162.71333,-174.56488,-145.23634,-153.76886,-132.09029,-127.47103,-119.3537,-102.53416,-103.14968,-84.33117,-84.275826,-69.442154,-62.452354,-53.065964,-42.146584,-34.74136,-24.261585,-15.80389,-6.177007,2.834671,12.050545,21.125154,30.143452,39.113396,47.937317,56.80191,65.525055,74.35734,83.07747,91.94274,100.7187,109.53838,118.349625,127.09537
126.52354,134.53482,142.48466,150.44035,158.38469,166.35446,174.27078,182.20421,190.14163,198.1028,206.0139,213.8712,221.67923,229.47638,237.23227,244.9021,252.49255,260.0482,267.61816,275.14163,282.59027,290.02344,297.50555,305.02042,312.5041,319.92285,327.34125,334.8086,342.28812,349.65402,356.89423,364.15274,371.49976,378.84137,385.99384,392.96545,399.9619,397.31094,380.19772,353.1906,308.86517,261.10965,229.5818,191.23056,158.2107,124.21099,90.376144,56.67284,24.720404,-8.993645,-41.24845,-73.99197,-106.5938,-139.29022,-171.93451,-204.41107,-236.85712,-269.1747,-301.4235,-333.3495,-365.0637,-396.3889,-427.2461,-451.3514,-447.38916,-429.7836,-422.05594,-401.75577,-408.85574,-381.65967,-384.8763,-364.446,-361.03815,-350.8354,-335.28885,-337.1883,-312.27548,-321.62903,-293.3491,-303.46774,-278.66217,-281.93265,-267.35696,-257.6013,-255.94601,-233.90913,-241.82416,-213.3909,-225.05707,-196.28195,-205.8856,-181.85675,-183.9565,-169.08224,-161.09854,-156.26266,-139.8255,-141.42459,-121.484245,-124.45489,-105.7871,-105.231766,-90.970695,-84.7792,-75.36932,-65.54695,-58.482162,-48.157894,-40.93137,-31.405653,-23.38974,-14.643213,-6.35974,2.0040998,10.33856,18.667692,27.033598,35.367817,43.792377,52.167027,60.63021,68.971,77.37451,85.667625,93.98,102.18329,110.34628,118.466156
156.39902,166.35812,176.31888,186.23271,196.1353,205.9418,215.75084,225.53423,235.27342,244.92792,254.50581,264.05115,273.56857,282.99854,292.3411,301.64368,310.9548,320.27646,329.5258,338.709,347.871,357.09424,366.32608,375.4745,384.45728,370.1541,363.4412,343.1023,318.2996,311.77603,284.7723,267.46106,256.19626,230.09279,223.91483,198.61113,187.53726,168.84843,151.57565,137.73685,118.78913,105.17279,87.61802,72.48137,56.122078,40.421196,24.409185,8.753219,-6.9791923,-22.667616,-38.05276,-53.62382,-68.839676,-84.27751,-99.382774,-114.59578,-129.65518,-144.67952,-159.72711,-174.56372,-189.57527,-204.3908,-219.40591,-234.16785,-248.9739,-263.62582,-278.25186,-292.8063,-307.1763,-321.4781,-335.59866,-349.73233,-363.71793,-377.61765,-391.3276,-404.93024,-409.64615,-386.2394,-381.21707,-359.78156,-369.31522,-339.30804,-338.6974,-324.28632,-304.6852,-308.91772,-277.24982,-288.6587,-259.67426,-260.12436,-247.21848,-225.98239,-232.05287,-200.58138,-211.75784,-184.1103,-183.89752,-170.77391,-152.38422,-153.36896,-128.64413,-131.58316,-111.262024,-105.34068,-93.66055,-79.45001,-72.96196,-58.849022,-50.687283,-39.050423,-28.527826,-18.265448,-7.6332526,2.718482,13.327927,23.735783,34.253452,44.589394,55.035366,65.32397,75.69439,85.93217,96.1943,106.36461,116.41712,126.54602,136.50684,146.55498
